"","V1","V2"
"1",1.71600610017776,5.065310834907
"2",-9.82108408585191,5.85931541863829
"3",-4.12520776037127,-0.916448482312262
"4",-4.45250084158033,-2.78355868998915
"5",6.27148429863155,-2.78515259269625
"6",-4.79144457262009,-8.77662932500243
"7",4.48811785317957,-0.842364425770938
"8",8.12184302601963,-0.257652727887034
"9",8.98080442100763,0.357992681674659
"10",-8.53711061179638,-9.26164719741791
"11",5.09350053966045,-9.15683750528842
"12",-4.27998758386821,8.02662218920887
"13",-7.99892956856638,8.80241253878921
"14",9.0813755011186,2.567502935417
"15",-1.6878576297313,5.62494643963873
"16",-0.897951647639275,4.98408931307495
"17",9.42111311946064,-7.28017057757825
"18",1.6797595936805,-6.47532555740327
"19",9.24409248866141,-9.16015314869583
"20",5.23404806386679,3.28767926897854
"21",4.29017070680857,3.31085459794849
"22",9.93225713726133,2.93301523197442
"23",0.125417886301875,5.43465060647577
"24",-0.201135235838592,-4.20250604394823
"25",2.98322737216949,6.13082379102707
"26",6.6161282453686,0.951340352185071
"27",-0.360019952058792,2.39884266164154
"28",6.83492447249591,-0.551872034557164
"29",0.274034701287746,-0.907802814617753
"30",0.595550709404051,9.38945098314434
"31",1.34224425069988,3.28180541750044
"32",-5.22102243267,6.83988109696656
"33",7.55991868209094,-5.74961007107049
"34",3.09044034220278,-6.33512997534126
"35",-0.352582107298076,-4.54287490807474
"36",9.42059594206512,1.61586112808436
"37",-0.799481789581478,9.13656712509692
"38",2.4411297403276,-4.96553043369204
"39",-2.23163930699229,-5.25976710952818
"40",-9.86814546398818,-4.55159019678831
"41",8.76638174522668,-1.05992946308106
"42",-5.15657815150917,-2.74810909293592
"43",1.31189060397446,-6.82575784623623
"44",-6.38201793655753,2.3910453543067
"45",8.08998580090702,9.39036509022117
"46",-8.314173896797,-8.93612086307257
"47",8.02343430928886,-2.64175901189446
"48",7.83222931437194,4.3164377193898
"49",4.46749866008759,6.69581010937691
"50",1.2961977859959,-4.59416010882705
"51",-2.22780003678054,6.7676308285445
"52",4.918577009812,-8.07578363921493
"53",7.90841968730092,-6.53426621574908
"54",6.1815349990502,-2.4341104645282
"55",6.37092652264982,2.7305002277717
"56",-1.57600062899292,2.14204678777605
"57",-6.46607003174722,-4.47767898440361
"58",-6.52426882181317,9.97847764752805
"59",7.8509148908779,-9.82792465016246
"60",4.86668124329299,7.60662035550922
"61",1.21967767830938,7.18974716961384
"62",-8.57532339636236,-7.78836581856012
"63",7.07169506698847,4.96022857259959
"64",8.27421929687262,-7.62192294932902
"65",-5.49277594313025,-6.65267647709697
"66",2.57120266091079,-9.90276725497097
"67",-8.61710012890399,-9.51758781913668
"68",0.297079533338547,1.09775063581765
"69",6.10834575723857,-4.41300249658525
"70",9.43578931037337,8.39855732861906
"71",-3.14169510267675,6.67593016754836
"72",2.62726884800941,8.87036280706525
"73",-1.79891485255212,4.19251908082515
"74",-3.08611879125237,1.56051509082317
"75",6.49745705071837,-0.654769456014037
"76",3.7980105727911,7.50053605996072
"77",-3.58709970489144,-9.06401536427438
"78",-1.17340681143105,8.38184533175081
"79",-4.76229104213417,7.74720052722842
"80",-7.33591066673398,2.18678751029074
"81",8.2095737522468,6.82931343559176
"82",4.18335851747543,-1.7038154322654
"83",1.44052626099437,5.28061768971384
"84",8.33936473354697,-9.81044836342335
"85",8.03820230998099,-6.01534039713442
"86",-8.82756025530398,-7.95544614084065
"87",-9.08598101697862,4.66048523783684
"88",9.77617018390447,-7.88731461856514
"89",-5.88350079953671,-5.30082804616541
"90",8.58111944049597,-1.23428749386221
"91",-6.11392895691097,-3.46913567278534
"92",-7.46398126706481,-9.75689718034118
"93",0.787376221269369,-7.68110630102456
"94",-4.55325881484896,-0.912733138538897
"95",-2.92826700955629,3.03812699392438
"96",-8.31790286581963,9.76518701761961
"97",5.30875418335199,-3.94408616237342
"98",-1.11028013750911,-4.14901338983327
"99",-9.27725016139448,6.37108385562897
"100",4.02578285895288,-6.46853514481336
"101",-4.93145283777267,6.19505025912076
"102",2.59262486826628,0.755357015877962
"103",-4.67192769981921,-5.85611837450415
"104",0.648918002843857,-6.00060983095318
"105",-0.634703990072012,8.76267281360924
"106",1.48793789558113,9.47322206571698
"107",3.36890996433794,8.30721454229206
"108",-5.75772649142891,9.75562452804297
"109",9.51264798175544,-3.71080852579325
"110",6.18765545543283,7.15441298671067
"111",-4.49331487063318,4.1792063228786
"112",-2.01752617023885,4.37181466259062
"113",-4.19399111531675,-6.08757176902145
"114",-0.140135325491428,6.97175876237452
"115",5.13550277333707,-5.2040951512754
"116",0.213949377648532,4.98210611753166
"117",-1.23702096752822,-9.64013293385506
"118",5.81828176043928,-2.19613172579557
"119",8.22630336042494,7.28422401472926
"120",-8.57851712033153,-2.96339443419129
"121",-7.14715374168009,2.67674773465842
"122",-2.13854434899986,-6.44683080725372
"123",7.12875442579389,3.76452952157706
"124",-4.71491547767073,-3.324727374129
"125",-8.10723282862455,-6.48662972263992
"126",4.48667325545102,7.69040889106691
"127",9.60953327827156,-8.46677040215582
"128",-5.98799411207438,-8.3258820977062
"129",1.04527675081044,6.70819105114788
"130",-3.09071057941765,3.8837476959452
"131",-1.83219985105097,-8.77977812197059
"132",-6.23937567230314,0.672071613371372
"133",-3.08894682209939,0.141245969571173
"134",-6.32687954697758,0.406702822074294
"135",6.26229091081768,-5.61493333894759
"136",7.63270818162709,-5.41320343501866
"137",4.01229237671942,-1.81397118140012
"138",-4.47145279496908,8.62501807045192
"139",-1.35991072747856,-2.16209003701806
"140",-9.74368155468255,-5.43675309512764
"141",1.26076553482562,9.27515628747642
"142",3.41400533448905,-9.66316957958043
"143",-3.72795351780951,-3.67430138867348
"144",8.95087337121367,-7.34601832926273
"145",-6.62393928971142,-4.47997994255275
"146",-1.19171779137105,-5.12302449904382
"147",1.43253513146192,-9.76050487253815
"148",9.49307934381068,0.27865347918123
"149",5.29542135540396,9.07548854593188
"150",-1.13889805506915,-9.31066981516778
"151",-2.88275085855275,0.576294274069369
"152",-9.27086022682488,-9.20708126854151
"153",1.87760787084699,-3.40080342255533
"154",9.23106550704688,0.863526966422796
"155",-4.94539119768888,4.69061084091663
"156",6.94412505719811,2.52759201452136
"157",-5.74437158182263,-5.76171034481376
"158",-4.44218310527503,-0.528268967755139
